Cloud Cover,Date time,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Visibility,Conditions
100,03/22/2018,13.2,75.27,50,17.6,4,"Rain, Overcast"
15,03/23/2018,9.8,58.11,0,18.2,4,Clear
30,03/24/2018,12,68.71,0,17.9,4,Partially cloudy
0,03/25/2018,9.9,59.49,0,17.9,4,Clear
0,03/26/2018,12.2,57.54,0,20.9,4,Clear
15,03/27/2018,13.4,60.88,0,21.2,4,Clear
15,03/28/2018,13.2,56.6,0,22.3,4,Clear
55,03/29/2018,12.4,57.2,0,21.2,4,Partially cloudy
0,03/30/2018,10.7,60.81,0,18.4,4,Clear
0,03/31/2018,11.6,53.52,0,21.5,4,Clear
15,04-01-2018,12.5,56.35,0,21.6,4,Clear
30,04-02-2018,10.4,58.5,0,18.7,4,Partially cloudy
40,04-03-2018,13.6,60.01,0,21.7,4,Partially cloudy
30,04-04-2018,13,62.97,50,20.4,4,"Rain, Partially cloudy"
75,04-05-2018,11.5,58.6,50,19.9,4,"Rain, Partially cloudy"
65,04-06-2018,13.3,56.76,50,22.3,4,"Rain, Partially cloudy"
50,04-07-2018,14.6,64.93,50,21.5,3,"Rain, Partially cloudy"
100,04-08-2018,12.7,67.26,100,18.9,4,"Rain, Overcast"
100,04-09-2018,13.2,65.3,100,19.9,4,"Rain, Overcast"
100,04-10-2018,10.7,61.97,0,18.1,4,Overcast
100,04-11-2018,16.7,76.91,100,20.9,4,"Rain, Overcast"
65,04-12-2018,15.4,71.9,50,20.7,4,"Rain, Partially cloudy"
65,04/13/2018,13.2,61.41,0,20.9,4,Partially cloudy
15,04/14/2018,11.6,54.63,0,21.2,4,Clear
0,04/15/2018,13.2,64.1,0,20.2,4,Clear
,04/16/2018,,,,,,
30,04/17/2018,14.2,57.48,0,23,4,Partially cloudy
0,04/18/2018,14.2,59.77,0,22.4,4,Clear
65,04/19/2018,19.4,78.01,0,23.8,4,Partially cloudy
100,04/20/2018,13.7,60.39,0,21.7,4,Overcast
,04/21/2018,,,,,,
15,04/22/2018,13.3,55.62,0,22.6,4,Clear
15,04/23/2018,13.4,55.08,0,22.9,4,Clear
0,04/24/2018,14.8,56.77,0,23.9,4,Clear
0,04/25/2018,16,57.43,0,25,4,Clear
15,04/26/2018,16.9,57.18,0,26,4,Clear
40,04/27/2018,15.9,52.92,50,26.3,4,"Rain, Partially cloudy"
65,04/28/2018,15.4,54.02,50,25.5,4,"Rain, Partially cloudy"
30,04/29/2018,15.7,58.55,0,24.4,4,Partially cloudy
15,04/30/2018,16.3,56.75,0,25.5,4,Clear
50,05-01-2018,15.4,53.47,0,25.6,4,Partially cloudy
100,05-02-2018,15.3,56.92,100,24.4,2,"Rain, Overcast"
75,05-03-2018,15.2,63.57,50,22.4,4,"Rain, Partially cloudy"
30,05-04-2018,12.9,53.34,0,22.9,4,Partially cloudy
50,05-05-2018,16.4,57.48,0,25.4,4,Partially cloudy
100,05-06-2018,12.7,61.28,0,20.4,4,Overcast
90,05-07-2018,16.2,67.05,50,22.6,3,"Rain, Overcast"
65,05-08-2018,15.4,64.6,100,22.4,4,"Rain, Partially cloudy"
50,05-09-2018,14.9,65.87,0,21.5,4,Partially cloudy
15,05-10-2018,13.8,59.62,0,22,4,Clear
0,05-11-2018,13.5,53.58,0,23.7,4,Clear
50,05-12-2018,14.9,54.16,0,24.9,4,Partially cloudy
65,05/13/2018,15.1,54.83,50,25,4,"Rain, Partially cloudy"
65,05/14/2018,14.5,52.48,0,25,4,Partially cloudy
100,05/15/2018,13.9,60.44,0,21.9,4,Overcast
15,05/16/2018,14.4,51.04,0,25.4,4,Clear
65,05/17/2018,15.3,53.23,0,25.5,4,Partially cloudy
65,05/18/2018,15.5,56.98,0,24.7,4,Partially cloudy
50,05/19/2018,16,52.99,50,26.4,4,"Rain, Partially cloudy"
0,05/20/2018,16.9,54.81,0,26.8,4,Clear
15,05/21/2018,17.4,55.42,0,27.1,4,Clear
15,05/22/2018,16.3,53.85,0,26.4,4,Clear
0,05/23/2018,17.5,55.42,0,27.2,4,Clear
0,05/24/2018,15.7,49.85,0,27.1,4,Clear
0,05/25/2018,18.4,51.59,0,29.4,4,Clear
0,05/26/2018,18.1,51.52,0,29.1,4,Clear
50,05/27/2018,18.1,51.87,0,29,4,Partially cloudy
30,05/28/2018,22.4,57.25,0,31.9,4,Partially cloudy
25,05/29/2018,19.7,55.51,0,29.5,4,Clear
30,05/30/2018,20.4,53.61,0,30.9,4,Partially cloudy
55,05/31/2018,18,53.48,0,28.4,4,Partially cloudy
100,06-01-2018,20.6,62.68,100,28.4,4,"Rain, Overcast"
30,06-02-2018,18.2,57.38,0,27.4,4,Partially cloudy
90,06-03-2018,16.9,50.92,0,28.2,4,Overcast
65,06-04-2018,18.4,57.7,0,27.5,4,Partially cloudy
100,06-05-2018,18.5,58.44,0,27.4,4,Overcast
65,06-06-2018,18.5,57.22,50,27.8,4,"Rain, Partially cloudy"
25,06-07-2018,19.7,59.17,0,28.5,4,Clear
100,06-08-2018,18.7,56.68,0,28.4,4,Overcast
100,06-09-2018,19.4,63.53,100,26.9,4,"Rain, Overcast"
15,06-10-2018,17.9,58.56,50,26.7,4,Rain
15,06-11-2018,17.2,51,0,28.3,4,Clear
40,06-12-2018,17.6,53.25,0,28,4,Partially cloudy
30,06/13/2018,18.9,54.32,50,29,4,"Rain, Partially cloudy"
30,06/14/2018,18.9,58.49,50,27.9,4,"Rain, Partially cloudy"
100,06/15/2018,19.2,62.74,50,26.9,3,"Rain, Overcast"
100,06/16/2018,20.4,62.64,0,28.2,4,Overcast
100,06/17/2018,18.9,67.29,0,25.4,4,Overcast
65,06/18/2018,18.5,63.91,50,25.9,4,"Rain, Partially cloudy"
30,06/19/2018,18.3,58.3,0,27.2,4,Partially cloudy
15,06/20/2018,19.2,60.23,0,27.6,4,Clear
0,06/21/2018,19,58.28,0,27.9,4,Clear
0,06/22/2018,17.8,52.51,0,28.4,4,Clear
55,06/23/2018,18.3,53.4,0,28.7,4,Partially cloudy
0,06/24/2018,19,54.95,0,29,4,Clear
15,06/25/2018,19.5,54.97,0,29.5,4,Clear
100,06/26/2018,18.5,53.92,0,28.8,4,Overcast
100,06/27/2018,20,63.76,50,27.5,4,"Rain, Overcast"
100,06/28/2018,21.5,100,100,21.5,3,"Rain, Overcast"
90,06/29/2018,18.5,69.47,0,24.4,3,Overcast
50,06/30/2018,25.2,100,100,25.2,4,"Rain, Partially cloudy"
30,07-01-2018,18.9,67.29,0,25.4,4,Partially cloudy
100,07-02-2018,20,71.42,50,25.5,4,"Rain, Overcast"
100,07-03-2018,19.7,75.98,0,24.2,4,Overcast
75,07-04-2018,20,85.58,100,22.8,4,"Rain, Partially cloudy"
65,07-05-2018,18.3,68.38,0,24.5,4,Partially cloudy
40,07-06-2018,18,63.77,0,25.4,4,Partially cloudy
40,07-07-2018,17.9,60.2,0,26.3,4,Partially cloudy
30,07-08-2018,17.9,56.91,0,27.2,4,Partially cloudy
40,07-09-2018,21.1,77.21,50,25.5,4,"Rain, Partially cloudy"
100,07-10-2018,21.5,68.33,50,27.9,4,"Rain, Overcast"
100,07-11-2018,20.2,66.78,50,26.9,4,"Rain, Overcast"
100,07-12-2018,22.4,83.78,50,25.6,3,"Rain, Overcast"
65,07/13/2018,22.2,84.38,100,25.3,3,"Rain, Partially cloudy"
30,07/14/2018,19.4,66.32,50,26.3,4,"Rain, Partially cloudy"
65,07/15/2018,20.8,73.65,50,25.9,4,"Rain, Partially cloudy"
90,07/16/2018,21.9,81.21,50,25.8,4,"Rain, Overcast"
90,07/17/2018,20.2,75.22,100,24.9,4,"Rain, Overcast"
65,07/18/2018,18.4,64.87,0,25.5,4,Partially cloudy
40,07/19/2018,19.1,66.77,50,25.8,4,"Rain, Partially cloudy"
90,07/20/2018,18.8,65.35,0,25.8,4,Overcast
100,07/21/2018,19.6,70.51,100,25.4,4,"Rain, Overcast"
100,07/22/2018,25.4,100,50,25.4,2,"Rain, Overcast"
100,07/23/2018,19.4,70.16,50,25.3,4,"Rain, Overcast"
100,07/24/2018,19.3,67,50,25.9,4,"Rain, Overcast"
100,07/25/2018,18.9,66.1,100,25.7,4,"Rain, Overcast"
100,07/26/2018,21.9,86.23,100,24.5,3,"Rain, Overcast"
65,07/27/2018,18.9,69.33,0,24.9,4,Partially cloudy
100,07/28/2018,22.8,87.45,100,25.2,4,"Rain, Overcast"
50,07/29/2018,17.3,62.14,50,25,3,"Rain, Partially cloudy"
65,07/30/2018,17.6,62.03,0,25.4,4,Partially cloudy
75,07/31/2018,21,79.94,100,24.7,4,"Rain, Partially cloudy"
100,08-01-2018,18.7,66.1,50,25.5,4,"Rain, Overcast"
75,08-02-2018,18.6,65.28,0,25.6,4,Partially cloudy
65,08-03-2018,18.5,65.12,50,25.5,4,"Rain, Partially cloudy"
100,08-04-2018,22.4,86.96,100,24.9,4,"Rain, Overcast"
100,08-05-2018,24,100,100,24,3,"Rain, Overcast"
100,08-06-2018,23.5,100,100,23.5,4,"Rain, Overcast"
100,08-07-2018,23.1,100,100,23.1,3,"Rain, Overcast"
100,08-08-2018,20.5,83.18,50,23.9,4,"Rain, Overcast"
90,08-09-2018,18.9,70.2,100,24.7,4,"Rain, Overcast"
100,08-10-2018,22,86.96,100,24.5,4,"Rain, Overcast"
100,08-11-2018,17.7,67.05,0,24.2,4,Overcast
100,08-12-2018,24.3,100,100,24.3,3,"Rain, Overcast"
100,08/13/2018,23.5,100,100,23.5,3,"Rain, Overcast"
90,08/14/2018,21.8,87.41,50,24.2,4,"Rain, Overcast"
65,08/15/2018,18.3,67.57,0,24.7,4,Partially cloudy
100,08/16/2018,17.7,62.08,0,25.5,4,Overcast
100,08/17/2018,18.1,66.17,50,24.9,4,"Rain, Overcast"
100,08/18/2018,21.1,83.6,100,24.4,3,"Rain, Overcast"
100,08/19/2018,23.3,91.28,100,24.9,4,"Rain, Overcast"
100,08/20/2018,21.3,82.9,100,24.7,4,"Rain, Overcast"
100,08/21/2018,20.7,77.52,0,24.9,4,Overcast
90,08/22/2018,18.7,68.16,0,25,4,Overcast
100,08/23/2018,23.6,100,100,23.6,3,"Rain, Overcast"
100,08/24/2018,23.1,100,100,23.1,3,"Rain, Overcast"
100,08/25/2018,18.8,70.65,100,24.5,4,"Rain, Overcast"
90,08/26/2018,21.7,84.57,50,24.8,4,"Rain, Overcast"
65,08/27/2018,18.5,64.29,0,25.8,4,Partially cloudy
100,08/28/2018,17.9,62.53,0,25.6,4,Overcast
100,08/29/2018,18.9,67.09,100,25.4,3,"Rain, Overcast"
100,08/30/2018,22.3,85.88,100,25,4,"Rain, Overcast"
100,08/31/2018,18.6,67.64,50,25,4,"Rain, Overcast"
100,09-01-2018,17.6,63.71,0,24.9,4,Overcast
100,09-02-2018,17.9,66.11,50,24.7,4,"Rain, Overcast"
100,09-03-2018,24,100,100,24,4,"Rain, Overcast"
100,09-04-2018,20.9,83.63,100,24.1,4,"Rain, Overcast"
100,09-05-2018,17.4,61.24,100,25.4,4,"Rain, Overcast"
100,09-06-2018,17.3,62.33,0,25,4,Overcast
90,09-07-2018,18.5,65.25,50,25.5,4,"Rain, Overcast"
100,09-08-2018,17.9,67.09,0,24.3,4,Overcast
100,09-09-2018,18.5,67.83,0,24.9,4,Overcast
100,09-10-2018,18.1,67.21,50,24.6,4,"Rain, Overcast"
75,09-11-2018,17.5,62.61,50,25.1,4,"Rain, Partially cloudy"
40,09-12-2018,18.2,67.77,100,24.6,4,"Rain, Partially cloudy"
100,09/13/2018,17.7,69.1,100,23.7,4,"Rain, Overcast"
90,09/14/2018,20.5,85.03,100,23.4,4,"Rain, Overcast"
80,09/15/2018,16.8,62.64,0,24.4,4,Overcast
65,09/16/2018,16,58.07,0,24.9,4,Partially cloudy
,09/17/2018,,,,,,
80,09/18/2018,16.2,56.75,0,25.4,4,Overcast
30,09/19/2018,17.1,62.11,0,24.9,4,Partially cloudy
30,09/20/2018,17.4,59.45,0,25.8,4,Partially cloudy
80,09/21/2018,16.1,59.59,0,24.5,4,Overcast
100,09/22/2018,22.6,100,100,22.6,2,"Rain, Overcast"
100,09/23/2018,22.1,100,100,22.1,2,"Rain, Overcast"
100,09/24/2018,21.4,100,100,21.4,4,"Rain, Overcast"
65,09/25/2018,16.2,67.25,0,22.8,11.5,Partially cloudy
40,09/26/2018,16.1,61.44,0,24.1,4,Partially cloudy
100,09/27/2018,16.4,53.22,0,26.7,4,Overcast
30,09/28/2018,15.9,59.81,0,24.2,4,Partially cloudy
65,09/29/2018,16.9,62.36,50,24.7,4,"Rain, Partially cloudy"
30,09/30/2018,16,60.14,0,24.3,4,Partially cloudy
30,10-01-2018,16.8,61.58,0,24.6,4,Partially cloudy
15,10-02-2018,16.8,61.31,0,24.8,4,Clear
30,10-03-2018,16.2,61.58,0,24,4,Partially cloudy
30,10-04-2018,16,60.97,0,24,4,Partially cloudy
0,10-05-2018,15.9,59.22,0,24.4,4,Clear
0,10-06-2018,14.7,58.46,0,23.3,4,Clear
0,10-07-2018,13.3,53.41,0,23.3,4,Clear
0,10-08-2018,13.6,55.65,0,23,4,Clear
65,10-09-2018,13.9,57.4,0,22.8,4,Partially cloudy
80,10-10-2018,14.2,58.69,0,22.7,4,Overcast
65,10-11-2018,15.6,67.21,50,22,4,"Rain, Partially cloudy"
0,10-12-2018,14.5,52.69,0,25.4,4,Clear
0,10/13/2018,11.6,58.79,0,19.9,4,Clear
15,10/14/2018,11.8,56.03,0,20.9,4,Clear
15,10/15/2018,10.7,53.38,0,20.5,4,Clear
0,10/16/2018,9.6,53.74,0,19.2,4,Clear
0,10/17/2018,10.9,55.09,0,20.2,4,Clear
0,10/18/2018,12.3,58.27,0,20.8,4,Clear
30,10/19/2018,12.5,57.78,0,21.2,4,Partially cloudy
30,10/20/2018,12.9,53.28,0,22.9,4,Partially cloudy
30,10/21/2018,12.9,54.92,0,22.4,4,Partially cloudy
15,10/22/2018,11,53.79,0,20.7,4,Clear
,10/23/2018,,,,,,
15,10/24/2018,10.5,53.17,0,20.4,4,Clear
0,10/25/2018,10.7,54.63,0,20.2,4,Clear
0,10/26/2018,10.1,53.11,0,20,4,Clear
15,10/27/2018,9.6,51.65,0,19.9,4,Clear
0,10/28/2018,9.5,51.67,0,19.8,4,Clear
0,10/29/2018,9.6,51.63,0,19.9,4,Clear
0,10/30/2018,9.6,57.21,0,18.2,4,Clear
0,10/31/2018,10,53.86,0,19.6,4,Clear
65,11-01-2018,9.8,53.3,0,19.5,4,Partially cloudy
100,11-02-2018,15.6,78.35,100,20,4,"Rain, Overcast"
100,11-03-2018,12.5,63.28,50,19.8,3,"Rain, Overcast"
100,11-04-2018,10.7,65.59,0,17.2,4,Overcast
15,11-05-2018,10.5,59.85,0,18.5,4,Clear
0,11-06-2018,10.5,60.61,0,18.3,4,Clear
0,11-07-2018,8.9,56.96,0,17.5,4,Clear
0,11-08-2018,7.4,52.63,0,17.2,4,Clear
15,11-09-2018,8.4,55.92,0,17.3,4,Clear
50,11-10-2018,8.4,55.92,0,17.3,4,Partially cloudy
100,11-11-2018,8.7,58.11,0,17,4,Overcast
65,11-12-2018,8.8,58.86,0,16.9,4,Partially cloudy
100,11/13/2018,9.4,61.27,0,16.9,4,Overcast
75,11/14/2018,9.1,61.33,0,16.6,4,Partially cloudy
15,11/15/2018,9.5,66.6,50,15.7,4,Rain
15,11/16/2018,8.5,60.72,0,16.1,4,Clear
0,11/17/2018,7.7,56.39,0,16.4,4,Clear
40,11/18/2018,8,58.19,0,16.3,4,Partially cloudy
15,11/19/2018,8.5,59.8,0,16.4,4,Clear
0,11/20/2018,8.5,56.88,0,17.2,4,Clear
0,11/21/2018,7.4,54.55,0,16.6,4,Clear
15,11/22/2018,8.4,55.17,0,17.5,4,Clear
0,11/23/2018,8,56.46,0,16.7,4,Clear
0,11/24/2018,9.4,61.18,0,17,4,Clear
15,11/25/2018,7.7,55.63,0,16.6,4,Clear
0,11/26/2018,9.2,56.05,0,18.1,4,Clear
75,11/27/2018,7.4,55.43,0,16.4,4,Partially cloudy
80,11/28/2018,7.9,54.32,0,17.2,4,Overcast
65,11/29/2018,7.4,55.78,0,16.3,4,Partially cloudy
30,11/30/2018,8.2,55.44,0,17.2,4,Partially cloudy
0,12-01-2018,6.3,50.46,0,16.6,4,Clear
50,12-02-2018,6.9,55.31,0,15.9,4,Partially cloudy
40,12-03-2018,6.8,56.87,0,15.3,4,Partially cloudy
65,12-04-2018,6.8,57.99,0,15,4,Partially cloudy
55,12-05-2018,5.1,53.62,0,14.4,4,Partially cloudy
55,12-06-2018,6.7,61.51,0,14,4,Partially cloudy
15,12-07-2018,5.3,56.52,0,13.8,4,Clear
0,12-08-2018,4.8,55.49,0,13.5,4,Clear
0,12-09-2018,5,55.55,0,13.8,4,Clear
100,12-10-2018,5.4,60.97,0,12.7,4,Overcast
30,12-11-2018,5.7,58.48,0,13.7,4,Partially cloudy
90,12-12-2018,9.4,81.64,100,12.8,4,"Rain, Overcast"
100,12/13/2018,6.2,62.52,0,13.2,4,Overcast
30,12/14/2018,7,70.32,0,12.3,4,Partially cloudy
0,12/15/2018,4.5,61.53,0,11.6,4,Clear
0,12/16/2018,4.4,57.77,0,12.5,4,Clear
0,12/17/2018,5,56.24,0,13.5,4,Clear
0,12/18/2018,5,58.1,0,13.1,4,Clear
0,12/19/2018,6.9,63.75,0,13.6,4,Clear
0,12/20/2018,4.6,55.27,0,13.4,4,Clear
0,12/21/2018,4.5,54.49,0,13.5,4,Clear
0,12/22/2018,4.7,53.63,0,14,4,Clear
15,12/23/2018,4.3,53.55,0,13.5,4,Clear
0,12/24/2018,6.9,58.76,0,14.9,4,Clear
0,12/25/2018,4.1,59.04,0,11.9,4,Clear
50,12/26/2018,3.4,57.54,0,11.5,4,Partially cloudy
65,12/27/2018,2.3,58.92,0,10,4,Partially cloudy
15,12/28/2018,2.2,51.82,0,11.8,4,Clear
0,12/29/2018,2.9,61.35,0,10,4,Clear
15,12/30/2018,3.3,59.86,0,10.8,4,Clear
0,12/31/2018,3.3,55.78,0,11.9,4,Clear
65,01-01-2019,4,61.87,0,11,4,Partially cloudy
65,01-02-2019,4.5,62.17,0,11.5,4,Partially cloudy
15,01-03-2019,3,58.98,0,10.7,4,Clear
90,01-04-2019,2.8,58.82,0,10.5,4,Overcast
100,01-05-2019,2.5,65.18,50,8.8,3,"Rain, Overcast"
100,01-06-2019,7.4,100,50,7.4,2,"Rain, Overcast"
30,01-07-2019,2.4,69.91,50,7.5,4,"Rain, Partially cloudy"
100,01-08-2019,2.6,66,0,8.6,4,Overcast
15,01-09-2019,3,60.62,0,10.3,4,Clear
100,01-10-2019,4.1,66.35,0,10.1,4,Overcast
75,01-11-2019,3.4,58.73,0,11.2,4,Partially cloudy
65,01-12-2019,3.4,60.24,0,10.8,4,Partially cloudy
75,01/13/2019,4.5,69.24,50,9.9,4,"Rain, Partially cloudy"
15,01/14/2019,3.9,63.03,0,10.6,4,Clear
30,01/15/2019,4.3,62.09,0,11.3,4,Partially cloudy
100,01/16/2019,4.6,67.55,0,10.4,4,Overcast
0,01/17/2019,3.9,61.38,0,11,4,Clear
50,01/18/2019,3.6,60.94,0,10.9,4,Partially cloudy
40,01/19/2019,4.8,59.84,0,12.4,4,Partially cloudy
100,01/20/2019,4.9,60.61,0,12.3,4,Overcast
100,01/21/2019,4,62.69,50,10.9,4,"Rain, Overcast"
100,01/22/2019,8.4,100,100,8.4,2,"Rain, Overcast"
75,01/23/2019,6.5,91.29,50,7.9,4,"Rain, Partially cloudy"
50,01/24/2019,4.3,72.35,50,9,4,"Rain, Partially cloudy"
75,01/25/2019,4.8,86,100,7.1,3,"Rain, Partially cloudy"
30,01/26/2019,3.1,62.84,0,9.9,4,Partially cloudy
55,01/27/2019,2.4,61.63,0,9.4,4,Partially cloudy
0,01/28/2019,2.5,60.64,0,9.8,4,Clear
30,01/29/2019,4.3,66.41,0,10.3,4,Partially cloudy
100,01/30/2019,3.2,60.87,50,10.5,3,"Rain, Overcast"
100,01/31/2019,9.6,100,100,9.6,3,"Rain, Overcast"
100,02-01-2019,8.9,100,50,8.9,3,"Rain, Overcast"
40,02-02-2019,4.3,68.29,50,9.9,4,"Rain, Partially cloudy"
40,02-03-2019,5,64.24,0,11.6,4,Partially cloudy
65,02-04-2019,4.7,60.95,0,12,4,Partially cloudy
100,02-05-2019,3.3,58.83,0,11,4,Overcast
90,02-06-2019,7.6,82.71,50,10.8,3,"Rain, Overcast"
100,02-07-2019,8.2,100,100,8.2,2,"Rain, Overcast"
40,02-08-2019,5.4,84.69,50,8,4,"Rain, Partially cloudy"
15,02-09-2019,2.4,62.33,0,9.3,4,Clear
15,02-10-2019,3.8,59.35,0,11.4,4,Clear
55,02-11-2019,3.5,57.36,0,11.6,4,Partially cloudy
65,02-12-2019,5,60.32,0,12.5,4,Partially cloudy
100,02/13/2019,6.1,62.54,0,13.1,4,Overcast
100,02/14/2019,5.3,61.7,0,12.4,4,Overcast
100,02/15/2019,9.4,100,100,9.4,2,"Rain, Overcast"
50,02/16/2019,5,69.99,0,10.2,4,Partially cloudy
75,02/17/2019,4.9,65.83,0,11,4,Partially cloudy
100,02/18/2019,6.4,71.12,100,11.4,4,"Rain, Overcast"
50,02/19/2019,7.2,69.19,0,12.7,4,Partially cloudy
65,02/20/2019,4.7,62.83,0,11.5,4,Partially cloudy
100,02/21/2019,9.9,100,100,9.9,3,"Rain, Overcast"
75,02/22/2019,8.5,81.94,50,11.9,4,"Rain, Partially cloudy"
40,02/23/2019,5,60.06,0,12.5,4,Partially cloudy
55,02/24/2019,5,60.17,0,12.5,4,Partially cloudy
90,02/25/2019,5.2,59.8,0,12.9,4,Overcast
100,02/26/2019,6.3,69.72,0,11.6,4,Overcast
100,02/27/2019,5.9,70.99,100,11,4,"Rain, Overcast"
30,02/28/2019,6.4,61.36,0,13.7,4,Partially cloudy
30,03-01-2019,6.4,63.69,0,13.1,4,Partially cloudy
100,03-02-2019,6,68.01,50,11.8,4,"Rain, Overcast"
50,03-03-2019,7,71.62,50,12.1,4,"Rain, Partially cloudy"
100,03-04-2019,5.3,62.73,50,12.4,4,"Rain, Overcast"
30,03-05-2019,6.9,72.39,100,11.7,4,"Rain, Partially cloudy"
15,03-06-2019,6.5,62,0,13.6,4,Clear
30,03-07-2019,5.5,58.06,0,13.6,4,Partially cloudy
100,03-08-2019,5.9,63.08,0,12.7,4,Overcast
15,03-09-2019,6.4,59.03,0,14.3,4,Clear
40,03-10-2019,7.1,59.22,0,15,4,Partially cloudy
100,03-11-2019,6,67.26,50,12.2,4,"Rain, Overcast"
15,03-12-2019,7,63.74,50,13.7,4,Rain
,03/13/2019,,,,,,
100,03/14/2019,6.9,71.44,0,11.9,4,Overcast
0,03/15/2019,8,66.08,0,14.3,4,Clear
30,03/16/2019,10.2,66.74,0,16.4,4,Partially cloudy
50,03/17/2019,10.4,65.52,0,16.9,4,Partially cloudy
25,03/18/2019,7.9,62.89,0,14.9,4,Clear
30,03/19/2019,8.3,60.49,0,16,4,Partially cloudy
65,03/20/2019,9.1,66.78,0,15.3,4,Partially cloudy
40,03/21/2019,7.8,56.59,0,16.4,4,Partially cloudy
15,03/22/2019,9.6,58.87,0,17.8,4,Clear
65,03/23/2019,8.9,59.91,0,16.8,4,Partially cloudy
40,03/24/2019,9.4,58.81,0,17.5,4,Partially cloudy
100,03/25/2019,8.9,59.62,0,16.8,4,Overcast
30,03/26/2019,9,61.19,0,16.5,4,Partially cloudy
40,03/27/2019,9.5,62.7,0,16.7,4,Partially cloudy
25,03/28/2019,8.9,54.77,0,18.1,4,Clear
40,03/29/2019,10.6,53.59,0,20.4,4,Partially cloudy
15,03/30/2019,10,53.51,0,19.8,4,Clear
0,03/31/2019,10.3,57.39,0,18.9,4,Clear
0,04-01-2019,11.2,56.07,0,20.3,4,Clear
0,04-02-2019,12.6,56.92,0,21.5,4,Clear
0,04-03-2019,10.4,49.49,0,21.4,4,Clear
15,04-04-2019,9.4,48.35,0,20.6,4,Clear
0,04-05-2019,7.9,49.43,0,18.7,4,Clear
50,04-06-2019,13.1,59.15,0,21.4,4,Partially cloudy
30,04-07-2019,13.2,59.54,0,21.4,4,Partially cloudy
100,04-08-2019,11.9,57.81,50,20.5,4,"Rain, Overcast"
15,04-09-2019,9.5,51.64,0,19.8,4,Clear
15,04-10-2019,10.5,52.84,0,20.5,4,Clear
30,04-11-2019,12.1,54.85,0,21.6,4,Partially cloudy
50,04-12-2019,11.5,55.23,0,20.9,4,Partially cloudy
50,04/13/2019,11.5,53.09,0,21.5,4,Partially cloudy
30,04/14/2019,12.7,55.89,0,21.9,4,Partially cloudy
40,04/15/2019,11.8,54.65,0,21.3,4,Partially cloudy
100,04/16/2019,11.4,59.42,0,19.8,4,Overcast
100,04/17/2019,13.4,85.48,100,16,3,"Rain, Overcast"
90,04/18/2019,10.1,65.54,50,16.6,4,"Rain, Overcast"
15,04/19/2019,10,56.19,0,19,4,Clear
15,04/20/2019,11.8,56.93,0,20.6,4,Clear
15,04/21/2019,13.5,64.35,0,20.6,4,Clear
15,04/22/2019,13.2,56.73,0,22.2,4,Clear
15,04/23/2019,14.9,57.54,0,23.8,4,Clear
100,04/24/2019,13.7,49.82,0,24.9,4,Overcast
75,04/25/2019,15.8,54.95,0,25.5,4,Partially cloudy
15,04/26/2019,13.8,50.4,50,24.8,4,Rain
0,04/27/2019,15,52.35,0,25.5,4,Clear
15,04/28/2019,16.6,59.12,0,25.2,4,Clear
0,04/29/2019,15.6,53.26,0,26,4,Clear
90,04/30/2019,15.2,50.19,0,26.4,4,Overcast
65,05-01-2019,16.4,55.04,0,26.1,4,Partially cloudy
50,05-02-2019,13.7,54.46,0,23.4,4,Partially cloudy
15,05-03-2019,12.8,46.2,0,25.3,4,Clear
0,05-04-2019,14.5,49.85,0,25.8,4,Clear
15,05-05-2019,13,42.79,0,26.8,4,Clear
0,05-06-2019,12.7,49.25,0,24,4,Clear
0,05-07-2019,14,46.43,0,26.4,4,Clear
0,05-08-2019,15.6,49.95,0,27,4,Clear
0,05-09-2019,14.9,47.09,0,27.1,4,Clear
30,05-10-2019,14.2,47.53,0,26.3,4,Partially cloudy
50,05-11-2019,13.6,47.33,50,25.6,4,"Rain, Partially cloudy"
55,05-12-2019,13.8,48.22,0,25.5,4,Partially cloudy
50,05/13/2019,13.9,43.75,0,27.3,4,Partially cloudy
65,05/14/2019,14,49.78,0,25.3,4,Partially cloudy
40,05/15/2019,14.3,52.21,0,24.8,4,Partially cloudy
75,05/16/2019,17.5,76.87,100,22.5,3,"Rain, Partially cloudy"
50,05/17/2019,13.5,61.71,50,21.2,3,"Rain, Partially cloudy"
55,05/18/2019,12.8,59.11,50,21.1,4,"Rain, Partially cloudy"
30,05/19/2019,13.8,57.01,0,22.8,4,Partially cloudy
15,05/20/2019,12.4,50.13,0,23.4,4,Clear
0,05/21/2019,13.4,47.53,0,25.4,4,Clear
65,05/22/2019,15,50.83,0,26,4,Partially cloudy
75,05/23/2019,12.6,51.94,0,23,4,Partially cloudy
100,05/24/2019,14.4,63.19,100,21.7,4,"Rain, Overcast"
30,05/25/2019,13.6,54.36,0,23.4,4,Partially cloudy
15,05/26/2019,14.4,53.51,0,24.4,4,Clear
,05/27/2019,,,,,,
30,05/28/2019,14.4,54.31,0,24.2,4,Partially cloudy
15,05/29/2019,15,47.18,0,27.3,4,Clear
0,05/30/2019,14.6,43.57,0,28.3,4,Clear
15,05/31/2019,15.1,61.41,0,23.8,4,Clear
15,06-01-2019,13.8,38.99,0,29.2,4,Clear
50,06-02-2019,15.5,48.24,50,27.6,4,"Rain, Partially cloudy"
30,06-03-2019,14,45.71,0,26.8,4,Partially cloudy
