Name,Latitude,Cloud Cover,Minimum Temperature,Date time,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Longitude,Temperature,Maximum Temperature,Visibility,Conditions
"Pathankot, Punjab, India",32.2705,100,22.9,07/31/2017,99,23.3,100,100,75.6491,23.3,23.7,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.1,08-01-2017,0,21.9,84.83,0,75.6491,24.9,26.7,4,Overcast
"Pathankot, Punjab, India",32.2705,100,23.4,08-02-2017,22,21.6,83.75,100,75.6491,24.9,26.4,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,76.7,21.4,08-03-2017,33,19.6,76.54,66.67,75.6491,24.1,26.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.7,08-04-2017,54,23.7,100,100,75.6491,23.7,23.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.6,08-05-2017,45,22.4,83.78,100,75.6491,25.6,26.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,26.4,08-06-2017,27,26.4,100,100,75.6491,26.4,26.4,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.7,08-07-2017,117,24.4,100,66.67,75.6491,24.4,24.9,3.3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.1,08-08-2017,19,24.9,100,50,75.6491,24.5,24.9,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.1,08-09-2017,99,23.1,100,100,75.6491,23.1,23.1,2,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.1,08-10-2017,51,24.9,100,100,75.6491,24.9,26.7,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,08-11-2017,7,20,73.09,50,75.6491,25.2,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,23.9,08-12-2017,25,21.2,80.68,50,75.6491,24.8,25.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,24.6,08/13/2017,0,21.6,77.43,0,75.6491,25.8,27,4,Overcast
"Pathankot, Punjab, India",32.2705,40,25.1,08/14/2017,75,20.4,71.29,50,75.6491,26,26.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,25.7,08/15/2017,0,18.9,61.99,0,75.6491,26.8,27.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,27.9,08/16/2017,0,20.7,64.94,0,75.6491,27.9,27.9,4,Overcast
"Pathankot, Punjab, India",32.2705,90,25.8,08/17/2017,13,20,67.23,50,75.6491,26.6,27.4,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,75,25.4,08/18/2017,42,20.2,69.4,100,75.6491,26.4,27.4,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,100,24.6,08/19/2017,42,22.8,85.9,100,75.6491,25.5,26.4,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.9,08/20/2017,0,22.5,82.8,0,75.6491,26,27.2,4,Overcast
"Pathankot, Punjab, India",32.2705,65,25.2,08/21/2017,0,19.7,65.27,0,75.6491,26.8,28.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.9,08/22/2017,39,22.3,82.75,50,75.6491,25.8,26.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,25.4,08/23/2017,0,19.2,65.4,0,75.6491,26.2,27,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.6,08/24/2017,47,21.5,79.32,50,75.6491,25.9,27.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,65,24.6,08/25/2017,27,22.1,82.36,100,75.6491,25.8,26.9,3,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,30,25.8,08/26/2017,0,18.9,65.32,0,75.6491,25.8,25.8,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,24.6,08/27/2017,0,18.2,64.07,0,75.6491,25.5,26.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.9,08/28/2017,0,19,67,0,75.6491,25.6,26.4,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.3,08/29/2017,16,23.5,91.27,50,75.6491,25.1,25.8,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.2,08/30/2017,0,19.9,70.65,0,75.6491,25.7,27.2,4,Overcast
"Pathankot, Punjab, India",32.2705,80,24.6,08/31/2017,0,19.9,74.66,0,75.6491,24.6,24.6,4,Overcast
"Pathankot, Punjab, India",32.2705,100,24.1,09-01-2017,65,25.4,100,100,75.6491,25.4,26.7,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,24.1,09-02-2017,4,20,73.84,50,75.6491,25.1,26.1,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,40,24.1,09-03-2017,10,20.9,78.45,50,75.6491,25,25.8,8.5,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,23.9,09-04-2017,5,19.4,69.63,50,75.6491,25.4,26.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,50,26.9,09-05-2017,7,19.9,65.53,100,75.6491,26.9,26.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,23.7,09-06-2017,25,19,69.83,50,75.6491,24.9,26.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,65,23.4,09-07-2017,22,18.7,71.27,50,75.6491,24.3,25.2,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,0,23.1,09-08-2017,8,16.7,66.85,100,75.6491,23.1,23.1,4,Rain
"Pathankot, Punjab, India",32.2705,100,26.2,09-09-2017,15,26.2,100,100,75.6491,26.2,26.2,4,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,90,24.1,09-10-2017,0,19.7,71.55,0,75.6491,25.2,26.4,4,Overcast
"Pathankot, Punjab, India",32.2705,75,23.7,09-11-2017,0,19.3,69.88,0,75.6491,25.2,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,24.2,09-12-2017,0,18.3,64.31,0,75.6491,25.5,26.9,4,Clear
"Pathankot, Punjab, India",32.2705,25,24.3,09/13/2017,0,18.2,63.53,0,75.6491,25.6,26.9,4,Clear
"Pathankot, Punjab, India",32.2705,30,24.2,09/14/2017,0,18.9,72.29,0,75.6491,24.2,24.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,24.3,09/15/2017,0,18.8,66.23,0,75.6491,25.6,26.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,65,24.3,09/16/2017,0,19.4,70.89,0,75.6491,25,25.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,24.6,09/17/2017,0,18.9,65.18,0,75.6491,25.9,27.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,25.2,09/18/2017,0,17.9,60.47,0,75.6491,26.2,27.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,25.2,09/19/2017,0,17.5,57.26,0,75.6491,26.7,28.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,25.7,09/20/2017,0,18.3,60.57,0,75.6491,26.5,27.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,25.8,09/21/2017,0,18.4,59.69,0,75.6491,26.9,27.9,4,Clear
"Pathankot, Punjab, India",32.2705,50,25.8,09/22/2017,0,18.3,61.54,0,75.6491,26.3,26.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,24.3,09/23/2017,49,25,100,100,75.6491,25,25.7,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,30,23.9,09/24/2017,0,18.7,68.11,0,75.6491,25,26.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,75,23.9,09/25/2017,0,18.3,66.38,0,75.6491,25,26.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,50,23.7,09/26/2017,0,17.5,63.88,0,75.6491,24.8,25.8,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,65,22.9,09/27/2017,7,18.1,68.29,50,75.6491,24.4,25.8,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,50,23.9,09/28/2017,0,17.9,65.32,0,75.6491,24.9,25.8,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,24.1,09/29/2017,0,17.7,63.55,0,75.6491,25.1,26.2,4,Clear
"Pathankot, Punjab, India",32.2705,50,23.9,09/30/2017,0,18.8,66.88,0,75.6491,25.4,26.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,50,25.8,10-01-2017,0,19.6,66.48,0,75.6491,26.4,26.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,24.2,10-02-2017,0,18.5,66.23,0,75.6491,25.3,26.4,4,Clear
"Pathankot, Punjab, India",32.2705,50,24.1,10-03-2017,0,17.7,63.55,0,75.6491,25.1,26.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,50,24.3,10-04-2017,0,17.3,61.4,0,75.6491,25.2,26.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,23.9,10-05-2017,0,16.9,59.71,0,75.6491,25.4,26.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,23.7,10-06-2017,0,16.6,58.26,0,75.6491,25.4,27.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,22.4,10-07-2017,0,16.9,62.48,0,75.6491,24.5,26.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.4,10-08-2017,0,17.3,64.11,0,75.6491,24.5,26.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.7,10-09-2017,0,16.1,58.65,0,75.6491,24.8,26.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,23.1,10-10-2017,0,16,56.97,0,75.6491,25.1,27.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,23.4,10-11-2017,0,17.1,61.58,0,75.6491,25,26.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,23.4,10-12-2017,0,15.5,54.83,0,75.6491,25.3,27.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,26.7,10/13/2017,0,17.2,55.99,0,75.6491,26.7,26.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,22.9,10/14/2017,0,15.2,56.38,0,75.6491,24.5,26.1,4,Clear
"Pathankot, Punjab, India",32.2705,15,22.7,10/15/2017,0,15.5,58.49,0,75.6491,24.2,25.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.2,10/16/2017,0,14.9,57.54,0,75.6491,23.8,25.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,22.2,10/17/2017,0,14.5,55.69,0,75.6491,23.9,25.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.4,10/18/2017,0,15.2,58.6,0,75.6491,23.8,25.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.2,10/19/2017,0,15,57.31,0,75.6491,23.9,25.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,24.1,10/20/2017,0,15.8,57.57,0,75.6491,24.7,25.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,23.4,10/21/2017,0,15.2,56.54,0,75.6491,24.4,25.4,4,Clear
"Pathankot, Punjab, India",32.2705,25,22.2,10/22/2017,0,14.5,56.52,0,75.6491,23.7,25.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,21.4,10/23/2017,0,14.8,59.47,0,75.6491,23.1,24.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,20.7,10/24/2017,0,13,56.91,0,75.6491,21.9,23.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.4,10/25/2017,0,14,56.28,0,75.6491,23.2,24.1,4,Clear
"Pathankot, Punjab, India",32.2705,15,21.4,10/26/2017,0,13.7,57.34,0,75.6491,22.5,23.7,4,Clear
"Pathankot, Punjab, India",32.2705,25,20.2,10/27/2017,0,12,55.58,0,75.6491,21.3,22.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,22.7,10/28/2017,0,10.9,47.27,0,75.6491,22.7,22.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,19.9,10/29/2017,0,11.4,54.05,0,75.6491,21,22.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.9,10/30/2017,0,11.5,58.89,0,75.6491,19.8,20.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,18.7,10/31/2017,0,12.6,65.86,0,75.6491,19.2,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,25,17.9,11-01-2017,0,10.5,58.86,0,75.6491,18.8,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.4,11-02-2017,0,11,60.53,0,75.6491,18.8,19.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,19.7,11-03-2017,0,10.2,54.24,0,75.6491,19.7,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,17.7,11-04-2017,0,11.9,62.06,0,75.6491,19.4,21.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.2,11-05-2017,0,11.1,58.81,0,75.6491,19.4,20.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,18.7,11-06-2017,0,10.9,56.62,0,75.6491,19.8,20.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,18.4,11-07-2017,0,10.4,57.52,0,75.6491,19,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,50,19.4,11-08-2017,0,10.7,57.13,0,75.6491,19.4,19.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,20.1,11-09-2017,0,10.4,53.62,0,75.6491,20.1,20.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,17.2,11-10-2017,0,10,59.02,0,75.6491,18.2,19.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,17.4,11-11-2017,0,10.5,60.27,0,75.6491,18.4,19.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,17.2,11-12-2017,0,10,58.07,0,75.6491,18.4,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,16.9,11/13/2017,0,9.2,60.46,0,75.6491,16.9,16.9,4,Clear
"Pathankot, Punjab, India",32.2705,65,16.9,11/14/2017,0,9.9,60.63,0,75.6491,17.6,18.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,16.2,11/15/2017,0,10.2,65.48,0,75.6491,16.7,17.2,3,Overcast
"Pathankot, Punjab, India",32.2705,75,15.4,11/16/2017,0,9.2,65.91,0,75.6491,15.5,15.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,,,11/17/2017,0,,,,75.6491,,,,
"Pathankot, Punjab, India",32.2705,55,15.4,11/18/2017,0,8.9,64.41,0,75.6491,15.6,15.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,15.2,11/19/2017,0,8.3,60.06,0,75.6491,16,16.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,14.9,11/20/2017,0,8.3,62.32,0,75.6491,15.5,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,30,16.9,11/21/2017,0,8.4,57.28,0,75.6491,16.9,16.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,13.7,11/22/2017,0,7,57.73,0,75.6491,15.3,16.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,13.4,11/23/2017,0,7.4,59.92,0,75.6491,15.1,16.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.2,11/24/2017,0,7,59.62,0,75.6491,14.8,16.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,16.1,11/25/2017,0,8.4,60.27,0,75.6491,16.1,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.1,11/26/2017,0,5.7,60.79,0,75.6491,13.1,13.1,4,Clear
"Pathankot, Punjab, India",32.2705,50,13.7,11/27/2017,0,5.8,54.47,0,75.6491,14.9,16.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,13.9,11/28/2017,0,5.8,54.52,0,75.6491,14.9,15.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.7,11/29/2017,0,5.7,55.35,0,75.6491,14.5,15.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.4,11/30/2017,0,6.4,58.13,0,75.6491,14.5,15.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.9,12-01-2017,0,6.2,56.63,0,75.6491,14.8,16.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.1,12-02-2017,0,6.4,58.64,0,75.6491,14.5,15.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.2,12-03-2017,0,6.1,62.09,0,75.6491,13.2,13.2,4,Clear
"Pathankot, Punjab, India",32.2705,40,13.1,12-04-2017,0,7.3,63.59,0,75.6491,14.1,15.1,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,12.2,12-05-2017,0,6,60.88,0,75.6491,13.4,14.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,80,13.1,12-06-2017,0,3.7,52.87,0,75.6491,13.1,13.1,4,Overcast
"Pathankot, Punjab, India",32.2705,0,12.9,12-07-2017,0,6.6,62.66,0,75.6491,13.6,14.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.2,12-08-2017,0,8.3,57.8,0,75.6491,16.7,20.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.9,12-09-2017,0,8.6,61.48,0,75.6491,16,18.2,4,Clear
"Pathankot, Punjab, India",32.2705,40,13.2,12-10-2017,0,6.4,57.52,0,75.6491,14.7,16.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,13.7,12-11-2017,14,10.4,81.99,50,75.6491,13.8,13.9,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,9.7,12-12-2017,84,10.5,100,100,75.6491,10.5,11.4,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,100,10.2,12/13/2017,21,9.4,89.59,100,75.6491,11.2,12.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,40,11.4,12/14/2017,0,6.5,65.53,0,75.6491,12.9,14.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,11.1,12/15/2017,0,6.1,64.58,0,75.6491,12.6,14.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.7,12/16/2017,0,5.8,64.11,0,75.6491,12.4,14.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,11.1,12/17/2017,0,5.4,59.58,0,75.6491,13.1,15.1,4,Clear
"Pathankot, Punjab, India",32.2705,15,11.2,12/18/2017,0,6.1,59.68,0,75.6491,13.9,16.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,14.1,12/19/2017,0,8,53.53,0,75.6491,17.6,21.2,4,Clear
"Pathankot, Punjab, India",32.2705,25,15.7,12/20/2017,0,9.2,57.61,0,75.6491,17.7,19.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,15.9,12/21/2017,0,9.6,64.82,0,75.6491,16.3,16.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,14.7,12/22/2017,0,9.4,67.4,0,75.6491,15.4,16.2,4,Clear
"Pathankot, Punjab, India",32.2705,40,15.2,12/23/2017,0,9.6,68.02,0,75.6491,15.5,15.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,13.9,12/24/2017,0,8.6,66.84,0,75.6491,14.8,15.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,15.1,12/25/2017,0,8.4,64.25,0,75.6491,15.1,15.1,4,Clear
"Pathankot, Punjab, India",32.2705,40,12.9,12/26/2017,0,7.4,65.06,0,75.6491,13.9,14.9,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,12.7,12/27/2017,0,6.9,65.75,0,75.6491,13.3,13.9,4,Overcast
"Pathankot, Punjab, India",32.2705,0,12.9,12/28/2017,0,7,63.2,0,75.6491,13.9,14.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.4,12/29/2017,0,6.1,65.43,0,75.6491,12.4,12.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.7,12/30/2017,0,7.5,67.73,0,75.6491,13.4,14.2,4,Clear
"Pathankot, Punjab, India",32.2705,25,12.4,12/31/2017,0,7.2,66.37,0,75.6491,13.4,14.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,12.2,01-01-2018,0,6.4,63.41,0,75.6491,13.2,14.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,11.9,01-02-2018,0,5.9,62.05,0,75.6491,13,14.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.7,01-03-2018,0,6.4,67.7,0,75.6491,12.2,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,50,10.9,01-04-2018,0,5.1,62.7,0,75.6491,12,13.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,10.1,01-05-2018,0,4.4,61.5,0,75.6491,11.6,13.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.2,01-06-2018,0,5.3,64.4,0,75.6491,11.8,13.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.2,01-07-2018,0,5.1,62.36,0,75.6491,12.1,14.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,9.2,01-08-2018,0,3.6,58.8,0,75.6491,11.4,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,9.7,01-09-2018,0,3.4,57.48,0,75.6491,11.5,13.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,9.9,01-10-2018,0,2.9,61.74,0,75.6491,9.9,9.9,4,Clear
"Pathankot, Punjab, India",32.2705,65,10.2,01-11-2018,0,3.8,56.6,0,75.6491,12.2,14.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,11.1,01-12-2018,0,4.3,56.47,0,75.6491,12.7,14.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,11.2,01/13/2018,0,5,60.42,0,75.6491,12.4,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,11.2,01/14/2018,0,5.6,62.42,0,75.6491,12.6,14.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.9,01/15/2018,0,7.2,61.57,0,75.6491,14.5,16.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.4,01/16/2018,0,7.8,62.89,0,75.6491,14.8,16.2,4,Clear
"Pathankot, Punjab, India",32.2705,25,12.9,01/17/2018,0,5.8,55.93,0,75.6491,14.5,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,15,12.9,01/18/2018,0,6.1,58.64,0,75.6491,14.1,15.4,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.7,01/19/2018,0,6.8,60.66,0,75.6491,14.3,15.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,11.9,01/20/2018,0,4.4,60.08,0,75.6491,11.9,11.9,4,Clear
"Pathankot, Punjab, India",32.2705,0,15.7,01/21/2018,0,10.7,72.15,0,75.6491,15.7,15.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,12.2,01/22/2018,0,7.2,63.82,0,75.6491,13.9,15.7,4,Clear
"Pathankot, Punjab, India",32.2705,50,11.9,01/23/2018,7,7,67.21,50,75.6491,13,14.2,3,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,40,9.2,01/24/2018,10,9,88.33,50,75.6491,11,12.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,15,10.1,01/25/2018,0,5.7,68.22,0,75.6491,11.4,12.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.2,01/26/2018,0,5.4,64.31,0,75.6491,11.9,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,15,11.1,01/27/2018,0,1.1,48.22,0,75.6491,12.4,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,10.7,01/28/2018,0,4.8,58.45,0,75.6491,12.8,14.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,10.9,01/29/2018,0,5.7,61.83,0,75.6491,12.9,14.9,4,Clear
"Pathankot, Punjab, India",32.2705,15,12.9,01/30/2018,0,6.9,63.74,0,75.6491,13.6,14.4,4,Clear
"Pathankot, Punjab, India",32.2705,50,13.1,01/31/2018,0,6.8,61.26,0,75.6491,14.1,15.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,13.4,02-01-2018,0,7.3,58.85,0,75.6491,15.3,17.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,14.2,02-02-2018,0,4.7,52.79,0,75.6491,14.2,14.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,13.7,02-03-2018,0,6.5,58.95,0,75.6491,14.4,15.2,4,Clear
"Pathankot, Punjab, India",32.2705,15,13.7,02-04-2018,0,8,63.56,0,75.6491,14.9,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,30,13.2,02-05-2018,0,7.4,62.91,0,75.6491,14.4,15.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,15,13.2,02-06-2018,0,7.3,61.53,0,75.6491,14.6,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,100,13.1,02-07-2018,0,6,61.86,0,75.6491,13.1,13.2,4,Overcast
"Pathankot, Punjab, India",32.2705,0,12.2,02-08-2018,0,7.5,68.75,0,75.6491,13.2,14.2,4,Clear
"Pathankot, Punjab, India",32.2705,25,11.9,02-09-2018,0,6.4,63.65,0,75.6491,13.1,14.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,11.9,02-10-2018,0,6.6,65.49,0,75.6491,13,14.1,4,Clear
"Pathankot, Punjab, India",32.2705,50,12.9,02-11-2018,0,5.5,59.57,0,75.6491,13.3,13.7,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,100,10.2,02-12-2018,27,10.7,100,100,75.6491,10.7,11.2,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,15,10.4,02/13/2018,21,9.8,90.41,50,75.6491,11.4,12.4,4,Rain
"Pathankot, Punjab, India",32.2705,15,11.7,02/14/2018,0,6.2,60.37,0,75.6491,13.8,15.9,4,Clear
"Pathankot, Punjab, India",32.2705,40,11.9,02/15/2018,0,6.9,62.32,0,75.6491,14,16.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,30,13.4,02/16/2018,0,5.4,58.39,0,75.6491,13.4,13.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,0,13.7,02/17/2018,0,6.4,61.36,0,75.6491,13.7,13.7,4,Clear
"Pathankot, Punjab, India",32.2705,0,13.7,02/18/2018,0,8.1,64,0,75.6491,14.9,16.1,4,Clear
"Pathankot, Punjab, India",32.2705,0,14.2,02/19/2018,0,8,62.49,0,75.6491,15.2,16.2,4,Clear
"Pathankot, Punjab, India",32.2705,0,14.4,02/20/2018,0,8.7,64.43,0,75.6491,15.4,16.4,4,Clear
"Pathankot, Punjab, India",32.2705,15,15.2,02/21/2018,0,9,59.92,0,75.6491,16.9,18.7,4,Clear
"Pathankot, Punjab, India",32.2705,40,15.4,02/22/2018,0,7.6,56.55,0,75.6491,16.3,17.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,40,15.2,02/23/2018,0,9.3,61.64,0,75.6491,16.7,18.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,90,15.4,02/24/2018,13,13.1,86.05,100,75.6491,15.6,15.9,3,"Rain, Overcast"
"Pathankot, Punjab, India",32.2705,50,15.2,02/25/2018,7,10.4,69.44,50,75.6491,16,16.9,4,"Rain, Partially cloudy"
"Pathankot, Punjab, India",32.2705,50,15.4,02/26/2018,0,7.9,60.92,0,75.6491,15.4,15.4,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,25,14.7,02/27/2018,0,9.3,58.04,0,75.6491,17.7,20.7,4,Clear
"Pathankot, Punjab, India",32.2705,30,15.4,02/28/2018,0,9.6,62.78,0,75.6491,16.8,18.2,4,Partially cloudy
"Pathankot, Punjab, India",32.2705,27.4,16.2,03-01-2018,0,13.1,57.64,0,75.6491,21.8,27.5,3,Partially cloudy
